date,symbol,current_state,markov_weighted_ev,coverage,weighted_samples
2022-09-02,SPY,0,-0.0032151119549048745,0.9207393453995844,150.84844238638698
2022-09-06,SPY,0,-0.003412596698676732,0.9207393453995844,150.84844238638698
2022-09-07,SPY,0,-0.0035604397935670596,0.9207393453995844,150.84844238638698
2022-09-08,SPY,0,-0.0035673776336090134,0.9218449520102663,152.77262979428707
2022-09-09,SPY,0,-0.0035049135391659377,0.9218600191342776,153.98425530997747
2022-09-12,SPY,0,-0.0033702449709014253,0.921405943481848,154.125120895117
2022-09-13,SPY,0,-0.003106866410197651,0.9227621091407125,156.21064643437524
2022-09-14,SPY,0,-0.003031193492425475,0.9223052452986334,157.3543567330149
2022-09-15,SPY,0,-0.0030043057727992574,0.9223931258782901,157.44625071244295
2022-09-16,SPY,0,-0.0030827654163187008,0.9223931258782901,157.44625071244295
2022-09-19,SPY,0,-0.003280782235923563,0.9223931258782901,157.44625071244295
2022-09-20,SPY,0,-0.0034695418387184138,0.9223931258782901,157.44625071244295
2022-09-21,SPY,0,-0.003448129058252475,0.9223931258782901,157.44625071244295
2022-09-22,SPY,0,-0.003530648328644397,0.9223931258782901,157.44625071244295
2022-09-23,SPY,1,-0.002931769372296955,0.8729986881502424,146.78481631932218
2022-09-26,SPY,2,-0.0034415638780445072,0.8994704587778739,153.64097813047354
2022-09-27,SPY,2,-0.003717232244535891,0.8994704587778739,153.64097813047354
2022-09-28,SPY,0,-0.004347956360105937,0.9223931258782901,157.44625071244295
2022-09-29,SPY,2,-0.0040902794993756585,0.8994704587778739,153.64097813047354
2022-09-30,SPY,2,-0.0041824317955205855,0.8994704587778739,153.64097813047354
2022-10-03,SPY,0,-0.004448950713764361,0.9190979878291197,154.90564924373288
2022-10-04,SPY,0,-0.0034688813489454047,0.9562200690950515,154.00086651191648
2022-10-05,SPY,0,-0.003194814082707805,0.9561072693293367,152.60141666680258
2022-10-06,SPY,0,-0.0031976948516089752,0.9559201252979105,153.04701212999814
